Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price,manufacture_year_copy,manufacture_date
VW,Polo,1.4,Petrol,2010,37317,11864,2010,2010-01-01 00:00:00
Porsche,718 Cayman,2.0,Petrol,1987,330222,502,1987,1987-01-01 00:00:00
VW,Polo,1.6,Diesel,2009,73154,9925,2009,2009-01-01 00:00:00
VW,Passat,1.8,Diesel,2010,13979,23829,2010,2010-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,1994,256210,1431,1994,1994-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,2006,97057,9622,2006,2006-01-01 00:00:00
VW,Polo,1.0,Petrol,2008,121836,4911,2008,2008-01-01 00:00:00
BMW,Z4,3.0,Petrol,2008,77186,18371,2008,2008-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,1996,147934,4236,1996,1996-01-01 00:00:00
Toyota,RAV4,2.0,Hybrid,2002,156162,7318,2002,2002-01-01 00:00:00
Ford,Focus,2.0,Petrol,1986,208351,1098,1986,1986-01-01 00:00:00
Ford,Focus,2.0,Petrol,2000,74156,8139,2000,2000-01-01 00:00:00
BMW,M5,4.4,Petrol,2016,46829,83299,2016,2016-01-01 00:00:00
VW,Passat,1.4,Diesel,1992,197268,1661,1992,1992-01-01 00:00:00
VW,Polo,1.4,Petrol,2013,53381,13135,2013,2013-01-01 00:00:00
VW,Passat,2.0,Diesel,2014,76739,22355,2014,2014-01-01 00:00:00
Ford,Mondeo,1.4,Diesel,2014,51614,20870,2014,2014-01-01 00:00:00
BMW,X3,2.0,Petrol,2010,85294,17013,2010,2010-01-01 00:00:00
VW,Golf,2.0,Diesel,2000,120717,5121,2000,2000-01-01 00:00:00
Toyota,Yaris,1.2,Petrol,2016,20424,20362,2016,2016-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,2009,135332,5445,2009,2009-01-01 00:00:00
Ford,Mondeo,2.0,Diesel,2010,107921,12966,2010,2010-01-01 00:00:00
VW,Golf,1.4,Diesel,2011,126049,8560,2011,2011-01-01 00:00:00
BMW,X3,3.0,Diesel,2005,102332,13870,2005,2005-01-01 00:00:00
VW,Passat,1.6,Diesel,2004,162605,5322,2004,2004-01-01 00:00:00
BMW,X3,3.0,Diesel,1993,110700,5856,1993,1993-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,1990,163769,1216,1990,1990-01-01 00:00:00
VW,Golf,1.8,Petrol,2019,20705,31990,2019,2019-01-01 00:00:00
BMW,M5,4.4,Petrol,1997,133561,12694,1997,1997-01-01 00:00:00
Porsche,718 Cayman,2.4,Petrol,2017,36862,46836,2017,2017-01-01 00:00:00
VW,Passat,1.8,Diesel,1997,100030,5790,1997,1997-01-01 00:00:00
Ford,Fiesta,1.4,Hybrid,2016,38535,20546,2016,2016-01-01 00:00:00
Porsche,718 Cayman,4.0,Petrol,2014,43074,47698,2014,2014-01-01 00:00:00
VW,Polo,2.0,Diesel,2009,66018,11638,2009,2009-01-01 00:00:00
Ford,Mondeo,1.4,Diesel,1987,315533,377,1987,1987-01-01 00:00:00
Toyota,Yaris,1.4,Hybrid,2015,59238,19576,2015,2015-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,2002,173931,5089,2002,2002-01-01 00:00:00
Toyota,Yaris,1.4,Hybrid,1999,194497,2366,1999,1999-01-01 00:00:00
BMW,M5,4.0,Petrol,2013,58993,60234,2013,2013-01-01 00:00:00
Toyota,Yaris,1.4,Hybrid,2019,20736,32180,2019,2019-01-01 00:00:00
VW,Polo,1.6,Petrol,2011,93831,9351,2011,2011-01-01 00:00:00
BMW,M5,4.4,Petrol,2015,51477,75711,2015,2015-01-01 00:00:00
VW,Polo,2.0,Petrol,2017,26056,24136,2017,2017-01-01 00:00:00
Ford,Focus,2.0,Diesel,2011,49635,20867,2011,2011-01-01 00:00:00
Ford,Focus,2.0,Diesel,2017,50376,30986,2017,2017-01-01 00:00:00
Ford,Focus,1.4,Diesel,2000,134138,4593,2000,2000-01-01 00:00:00
BMW,X3,2.4,Diesel,2016,64623,33592,2016,2016-01-01 00:00:00
Toyota,Yaris,1.4,Hybrid,1993,116463,3016,1993,1993-01-01 00:00:00
VW,Polo,1.6,Petrol,2017,66598,16834,2017,2017-01-01 00:00:00
Ford,Focus,1.4,Petrol,2010,56077,14937,2010,2010-01-01 00:00:00
VW,Golf,1.4,Diesel,1997,106356,3911,1997,1997-01-01 00:00:00
Ford,Fiesta,1.2,Diesel,2007,88170,6607,2007,2007-01-01 00:00:00
BMW,X3,2.0,Petrol,2007,117179,11026,2007,2007-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,2011,54150,17017,2011,2011-01-01 00:00:00
Ford,Mondeo,2.0,Diesel,2018,15825,40128,2018,2018-01-01 00:00:00
Toyota,RAV4,2.2,Hybrid,1994,221282,2560,1994,1994-01-01 00:00:00
VW,Polo,1.0,Petrol,1994,149904,1545,1994,1994-01-01 00:00:00
VW,Passat,1.6,Diesel,2015,51996,25136,2015,2015-01-01 00:00:00
VW,Passat,1.6,Diesel,2004,131282,6864,2004,2004-01-01 00:00:00
VW,Passat,1.6,Diesel,2009,108770,11390,2009,2009-01-01 00:00:00
VW,Polo,1.0,Petrol,2004,134672,3402,2004,2004-01-01 00:00:00
VW,Golf,1.2,Petrol,2017,34926,21082,2017,2017-01-01 00:00:00
Toyota,RAV4,2.0,Hybrid,2012,43669,32266,2012,2012-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,2017,36841,33393,2017,2017-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,2001,197371,1604,2001,2001-01-01 00:00:00
Ford,Mondeo,2.0,Diesel,2017,43143,32100,2017,2017-01-01 00:00:00
BMW,Z4,3.0,Petrol,1994,245909,1800,1994,1994-01-01 00:00:00
VW,Polo,1.0,Diesel,2019,28470,20197,2019,2019-01-01 00:00:00
Ford,Focus,1.6,Petrol,2018,30537,31780,2018,2018-01-01 00:00:00
Ford,Focus,1.8,Petrol,2008,105294,10551,2008,2008-01-01 00:00:00
Ford,Focus,1.8,Petrol,2000,176989,3483,2000,2000-01-01 00:00:00
VW,Passat,1.6,Diesel,2003,135298,6221,2003,2003-01-01 00:00:00
BMW,M5,4.0,Petrol,2002,96607,22361,2002,2002-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,2004,72742,9450,2004,2004-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,1995,195344,2652,1995,1995-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,2018,24328,43498,2018,2018-01-01 00:00:00
Ford,Mondeo,1.4,Diesel,2001,92133,6682,2001,2001-01-01 00:00:00
BMW,Z4,2.2,Petrol,2014,69974,24642,2014,2014-01-01 00:00:00
Ford,Focus,1.0,Petrol,2022,5317,37632,2022,2022-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,1994,117665,2299,1994,1994-01-01 00:00:00
VW,Polo,2.0,Petrol,2004,146481,4376,2004,2004-01-01 00:00:00
VW,Golf,1.6,Petrol,2006,179706,4020,2006,2006-01-01 00:00:00
Toyota,Yaris,1.4,Hybrid,1986,196308,979,1986,1986-01-01 00:00:00
Toyota,RAV4,1.8,Petrol,2018,26036,42198,2018,2018-01-01 00:00:00
VW,Golf,1.4,Diesel,2016,61690,18956,2016,2016-01-01 00:00:00
Ford,Focus,2.0,Petrol,2013,28292,25788,2013,2013-01-01 00:00:00
Ford,Fiesta,1.4,Diesel,2006,149826,4165,2006,2006-01-01 00:00:00
Ford,Focus,1.4,Petrol,2002,107581,6132,2002,2002-01-01 00:00:00
VW,Polo,1.6,Petrol,2013,65104,13021,2013,2013-01-01 00:00:00
Ford,Mondeo,1.8,Diesel,2009,92645,12868,2009,2009-01-01 00:00:00
Ford,Focus,1.4,Diesel,1987,178162,1342,1987,1987-01-01 00:00:00
VW,Passat,1.8,Diesel,2004,96754,9457,2004,2004-01-01 00:00:00
Toyota,Yaris,1.0,Petrol,1986,214166,588,1986,1986-01-01 00:00:00
Porsche,Cayenne,2.6,Petrol,1993,195548,3532,1993,1993-01-01 00:00:00
Toyota,RAV4,2.2,Hybrid,1992,287751,1210,1992,1992-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,2005,87383,9646,2005,2005-01-01 00:00:00
VW,Golf,1.2,Diesel,1986,336136,227,1986,1986-01-01 00:00:00
Ford,Mondeo,2.0,Diesel,2015,46462,27529,2015,2015-01-01 00:00:00
Toyota,RAV4,2.0,Hybrid,2000,11500,17406,2000,2000-01-01 00:00:00
Toyota,Yaris,1.2,Petrol,2008,104106,6940,2008,2008-01-01 00:00:00
VW,Polo,1.4,Petrol,2016,59713,15409,2016,2016-01-01 00:00:00
Toyota,RAV4,2.2,Hybrid,2017,18539,54599,2017,2017-01-01 00:00:00
Ford,Mondeo,1.8,Petrol,2004,154072,5462,2004,2004-01-01 00:00:00
Porsche,911,2.2,Petrol,2012,52530,51511,2012,2012-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,2013,32354,26257,2013,2013-01-01 00:00:00
Toyota,RAV4,1.8,Hybrid,1986,226306,1298,1986,1986-01-01 00:00:00
Porsche,Cayenne,2.6,Petrol,1995,108792,8207,1995,1995-01-01 00:00:00
Toyota,Yaris,1.4,Hybrid,2016,68080,19749,2016,2016-01-01 00:00:00
VW,Polo,1.0,Petrol,2016,37876,14909,2016,2016-01-01 00:00:00
VW,Passat,1.8,Diesel,2004,112214,8435,2004,2004-01-01 00:00:00
VW,Passat,2.0,Diesel,2001,124421,6630,2001,2001-01-01 00:00:00
Ford,Focus,1.4,Diesel,1995,246372,1245,1995,1995-01-01 00:00:00
Porsche,911,2.2,Petrol,2004,158049,13883,2004,2004-01-01 00:00:00
Ford,Mondeo,2.0,Diesel,1997,89834,6218,1997,1997-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,2008,57864,18255,2008,2008-01-01 00:00:00
Ford,Mondeo,1.8,Diesel,1994,280029,956,1994,1994-01-01 00:00:00
VW,Golf,1.4,Petrol,1999,165226,2666,1999,1999-01-01 00:00:00
VW,Passat,2.0,Diesel,2013,85522,19679,2013,2013-01-01 00:00:00
Toyota,RAV4,1.8,Hybrid,2006,94885,14590,2006,2006-01-01 00:00:00
Ford,Focus,1.6,Diesel,2011,109113,12400,2011,2011-01-01 00:00:00
BMW,Z4,2.4,Petrol,2005,132124,8964,2005,2005-01-01 00:00:00
Toyota,Yaris,1.4,Hybrid,2022,2174,43357,2022,2022-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,2009,69135,15987,2009,2009-01-01 00:00:00
Porsche,911,2.2,Petrol,1997,160959,8497,1997,1997-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,2004,95546,4887,2004,2004-01-01 00:00:00
Ford,Mondeo,1.8,Petrol,1994,96934,4371,1994,1994-01-01 00:00:00
BMW,Z4,2.0,Petrol,1988,81479,3838,1988,1988-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,2009,57636,15388,2009,2009-01-01 00:00:00
Toyota,Yaris,1.2,Petrol,1985,229045,527,1985,1985-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,1989,43828,5615,1989,1989-01-01 00:00:00
VW,Passat,1.6,Diesel,2008,121191,9696,2008,2008-01-01 00:00:00
Ford,Focus,2.0,Petrol,2002,202069,3373,2002,2002-01-01 00:00:00
VW,Polo,1.0,Petrol,1996,131724,2043,1996,1996-01-01 00:00:00
Ford,Focus,1.8,Petrol,2000,180954,3366,2000,2000-01-01 00:00:00
Toyota,Yaris,1.2,Hybrid,2017,23230,25715,2017,2017-01-01 00:00:00
BMW,Z4,2.2,Petrol,2006,161210,7243,2006,2006-01-01 00:00:00
BMW,Z4,2.4,Petrol,2019,31376,45696,2019,2019-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,1998,204418,2355,1998,1998-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,1992,328858,554,1992,1992-01-01 00:00:00
VW,Passat,1.6,Diesel,2019,4821,42947,2019,2019-01-01 00:00:00
Toyota,Yaris,1.0,Hybrid,1991,190286,1217,1991,1991-01-01 00:00:00
VW,Golf,1.4,Diesel,2020,14272,32792,2020,2020-01-01 00:00:00
VW,Golf,1.4,Petrol,2007,120745,6506,2007,2007-01-01 00:00:00
VW,Polo,1.4,Petrol,1999,127174,3059,1999,1999-01-01 00:00:00
Ford,Focus,1.8,Petrol,2013,55505,20762,2013,2013-01-01 00:00:00
Ford,Focus,1.0,Petrol,2013,47480,16272,2013,2013-01-01 00:00:00
BMW,M5,4.4,Petrol,2007,142430,23033,2007,2007-01-01 00:00:00
VW,Passat,1.4,Diesel,1994,205841,1760,1994,1994-01-01 00:00:00
Ford,Focus,1.0,Petrol,2007,96832,7828,2007,2007-01-01 00:00:00
VW,Polo,1.0,Petrol,1995,277615,530,1995,1995-01-01 00:00:00
BMW,M5,5.0,Petrol,1997,209359,7130,1997,1997-01-01 00:00:00
VW,Passat,1.4,Diesel,2009,90913,12139,2009,2009-01-01 00:00:00
VW,Passat,1.8,Diesel,1987,205332,1257,1987,1987-01-01 00:00:00
VW,Passat,2.0,Petrol,2020,15097,46316,2020,2020-01-01 00:00:00
VW,Polo,1.0,Petrol,2014,41412,12775,2014,2014-01-01 00:00:00
Ford,Focus,1.4,Petrol,1994,170101,2183,1994,1994-01-01 00:00:00
VW,Golf,1.6,Petrol,1991,216950,1066,1991,1991-01-01 00:00:00
VW,Passat,1.6,Diesel,2007,115924,9444,2007,2007-01-01 00:00:00
VW,Polo,1.2,Petrol,1995,293221,501,1995,1995-01-01 00:00:00
VW,Passat,1.4,Diesel,2005,134825,6674,2005,2005-01-01 00:00:00
BMW,X3,2.4,Diesel,2016,53298,36131,2016,2016-01-01 00:00:00
VW,Polo,2.0,Petrol,2016,48199,19806,2016,2016-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,2015,42147,28312,2015,2015-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,1991,254118,890,1991,1991-01-01 00:00:00
Ford,Mondeo,2.0,Hybrid,2002,150082,6247,2002,2002-01-01 00:00:00
BMW,X3,2.4,Diesel,2013,62457,27895,2013,2013-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,1991,212155,722,1991,1991-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,2005,86779,9170,2005,2005-01-01 00:00:00
VW,Polo,1.6,Petrol,2012,58041,12753,2012,2012-01-01 00:00:00
Toyota,Yaris,1.2,Petrol,2006,80009,7216,2006,2006-01-01 00:00:00
VW,Golf,1.2,Petrol,1993,214373,1079,1993,1993-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,2013,30004,30180,2013,2013-01-01 00:00:00
VW,Passat,1.4,Diesel,1999,74316,6995,1999,1999-01-01 00:00:00
BMW,Z4,2.4,Petrol,2000,169884,4715,2000,2000-01-01 00:00:00
VW,Polo,1.4,Petrol,2010,80492,8989,2010,2010-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,2017,37841,17014,2017,2017-01-01 00:00:00
Ford,Fiesta,1.2,Diesel,1999,172813,1996,1999,1999-01-01 00:00:00
Toyota,RAV4,2.2,Hybrid,1995,169010,4323,1995,1995-01-01 00:00:00
VW,Passat,1.8,Diesel,2003,113035,7842,2003,2003-01-01 00:00:00
BMW,Z4,2.0,Petrol,1999,124790,5809,1999,1999-01-01 00:00:00
VW,Passat,1.8,Diesel,1988,300436,558,1988,1988-01-01 00:00:00
Ford,Focus,2.0,Petrol,1995,145540,3419,1995,1995-01-01 00:00:00
VW,Passat,1.4,Petrol,2004,102212,7633,2004,2004-01-01 00:00:00
Toyota,RAV4,1.8,Petrol,2016,41880,33666,2016,2016-01-01 00:00:00
Toyota,Yaris,1.2,Hybrid,2010,87624,10720,2010,2010-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,2018,17859,20377,2018,2018-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,2013,73514,18097,2013,2013-01-01 00:00:00
Porsche,Cayenne,4.0,Petrol,1986,195590,2746,1986,1986-01-01 00:00:00
VW,Polo,1.4,Diesel,1998,141493,2683,1998,1998-01-01 00:00:00
VW,Polo,1.0,Petrol,1994,299605,402,1994,1994-01-01 00:00:00
BMW,Z4,2.4,Petrol,2021,15183,57151,2021,2021-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,2007,119203,4568,2007,2007-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,2003,84833,10915,2003,2003-01-01 00:00:00
Ford,Focus,2.0,Petrol,1990,146350,2433,1990,1990-01-01 00:00:00
Porsche,Cayenne,4.0,Petrol,2006,100393,22553,2006,2006-01-01 00:00:00
Toyota,RAV4,2.0,Hybrid,1995,163196,4328,1995,1995-01-01 00:00:00
Porsche,718 Cayman,4.0,Petrol,1988,296660,1047,1988,1988-01-01 00:00:00
Ford,Focus,1.0,Petrol,1996,101735,3627,1996,1996-01-01 00:00:00
VW,Polo,1.0,Diesel,1995,119473,2207,1995,1995-01-01 00:00:00
VW,Passat,1.4,Diesel,1997,216264,1959,1997,1997-01-01 00:00:00
Toyota,Yaris,1.4,Petrol,2019,25464,26119,2019,2019-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,1991,70174,4041,1991,1991-01-01 00:00:00
Ford,Mondeo,1.4,Diesel,1991,52448,4480,1991,1991-01-01 00:00:00
VW,Polo,2.0,Petrol,1994,176827,1744,1994,1994-01-01 00:00:00
BMW,M5,4.4,Petrol,2020,13259,131884,2020,2020-01-01 00:00:00
VW,Passat,1.6,Diesel,2016,40667,28804,2016,2016-01-01 00:00:00
VW,Polo,1.6,Petrol,2008,109382,6830,2008,2008-01-01 00:00:00
Ford,Focus,2.0,Hybrid,1998,165892,4236,1998,1998-01-01 00:00:00
VW,Golf,1.4,Petrol,2016,45075,20047,2016,2016-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,2021,11989,27745,2021,2021-01-01 00:00:00
Toyota,RAV4,2.0,Hybrid,2016,49478,40649,2016,2016-01-01 00:00:00
Toyota,RAV4,2.2,Hybrid,1997,79759,9849,1997,1997-01-01 00:00:00
VW,Passat,1.8,Petrol,1997,150399,3729,1997,1997-01-01 00:00:00
Toyota,RAV4,2.0,Hybrid,2002,10500,19994,2002,2002-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,2017,48352,31147,2017,2017-01-01 00:00:00
VW,Polo,1.2,Petrol,2000,169827,2139,2000,2000-01-01 00:00:00
Ford,Mondeo,1.4,Diesel,2006,60807,11547,2006,2006-01-01 00:00:00
Toyota,RAV4,2.0,Petrol,1997,122929,5702,1997,1997-01-01 00:00:00
VW,Golf,1.6,Petrol,2007,95463,8400,2007,2007-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,2000,59180,4800,2000,2000-01-01 00:00:00
BMW,Z4,2.2,Petrol,2019,27002,44860,2019,2019-01-01 00:00:00
VW,Golf,1.2,Petrol,1991,219772,900,1991,1991-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,1990,210372,686,1990,1990-01-01 00:00:00
VW,Passat,1.4,Diesel,2002,129163,5714,2002,2002-01-01 00:00:00
Ford,Focus,1.4,Petrol,2014,27438,23176,2014,2014-01-01 00:00:00
Ford,Focus,1.4,Petrol,2007,77078,10645,2007,2007-01-01 00:00:00
Ford,Mondeo,1.8,Diesel,1996,204137,2191,1996,1996-01-01 00:00:00
Toyota,RAV4,2.4,Hybrid,1993,144883,4825,1993,1993-01-01 00:00:00
Toyota,Yaris,1.2,Hybrid,2012,13916,19388,2012,2012-01-01 00:00:00
Toyota,Yaris,1.2,Hybrid,2003,95557,6352,2003,2003-01-01 00:00:00
BMW,Z4,2.0,Petrol,1988,286583,673,1988,1988-01-01 00:00:00
Ford,Focus,2.0,Petrol,2018,29590,35725,2018,2018-01-01 00:00:00
Ford,Focus,1.6,Petrol,2021,12273,42943,2021,2021-01-01 00:00:00
VW,Passat,1.8,Diesel,1994,187281,2348,1994,1994-01-01 00:00:00
Toyota,RAV4,2.0,Petrol,1999,187986,3812,1999,1999-01-01 00:00:00
VW,Passat,2.0,Diesel,1995,312423,836,1995,1995-01-01 00:00:00
VW,Golf,1.2,Diesel,1991,166775,1501,1991,1991-01-01 00:00:00
VW,Polo,1.6,Petrol,1996,161401,2030,1996,1996-01-01 00:00:00
VW,Polo,1.0,Petrol,1987,256361,379,1987,1987-01-01 00:00:00
Ford,Fiesta,1.2,Hybrid,2013,63070,13362,2013,2013-01-01 00:00:00
VW,Polo,1.0,Petrol,2007,59793,7143,2007,2007-01-01 00:00:00
Toyota,Yaris,1.2,Hybrid,1999,127512,3825,1999,1999-01-01 00:00:00
VW,Golf,1.2,Diesel,2004,100758,6017,2004,2004-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,1997,185749,1359,1997,1997-01-01 00:00:00
Toyota,RAV4,2.2,Petrol,1992,347768,567,1992,1992-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,2019,31319,21816,2019,2019-01-01 00:00:00
Ford,Focus,1.0,Petrol,2006,96878,7321,2006,2006-01-01 00:00:00
Ford,Focus,2.0,Petrol,1989,211991,1298,1989,1989-01-01 00:00:00
Ford,Mondeo,2.0,Diesel,1993,188826,2163,1993,1993-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,2013,45900,20469,2013,2013-01-01 00:00:00
Ford,Fiesta,1.4,Petrol,2005,72842,6612,2005,2005-01-01 00:00:00
VW,Golf,1.8,Petrol,2016,29152,24977,2016,2016-01-01 00:00:00
Ford,Focus,2.0,Petrol,1999,211059,2550,1999,1999-01-01 00:00:00
Ford,Mondeo,1.8,Hybrid,2021,11718,54318,2021,2021-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,2002,116966,3330,2002,2002-01-01 00:00:00
Toyota,RAV4,2.2,Petrol,1998,154136,4981,1998,1998-01-01 00:00:00
BMW,M5,4.4,Petrol,2016,43379,85073,2016,2016-01-01 00:00:00
VW,Polo,2.0,Petrol,2017,18225,25208,2017,2017-01-01 00:00:00
Ford,Focus,1.8,Petrol,2016,63709,24052,2016,2016-01-01 00:00:00
VW,Polo,1.0,Petrol,2008,103531,5639,2008,2008-01-01 00:00:00
Ford,Focus,1.8,Petrol,2007,116249,9090,2007,2007-01-01 00:00:00
BMW,X3,2.4,Petrol,1991,87930,5154,1991,1991-01-01 00:00:00
Ford,Focus,2.0,Diesel,1999,148906,4560,1999,1999-01-01 00:00:00
VW,Golf,1.2,Petrol,2007,97108,7188,2007,2007-01-01 00:00:00
Porsche,911,2.6,Petrol,1990,167103,5502,1990,1990-01-01 00:00:00
Toyota,Yaris,1.4,Petrol,2016,5219,23846,2016,2016-01-01 00:00:00
Toyota,RAV4,2.4,Hybrid,2007,149542,11814,2007,2007-01-01 00:00:00
Ford,Focus,1.0,Petrol,2019,30922,26796,2019,2019-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,1997,174130,3210,1997,1997-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,1993,196802,1036,1993,1993-01-01 00:00:00
BMW,Z4,2.0,Petrol,2015,48214,28889,2015,2015-01-01 00:00:00
Toyota,Yaris,1.4,Hybrid,2018,46399,25921,2018,2018-01-01 00:00:00
Ford,Mondeo,2.0,Petrol,1987,262532,709,1987,1987-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,2018,29678,17412,2018,2018-01-01 00:00:00
BMW,M5,4.4,Petrol,2018,31352,104384,2018,2018-01-01 00:00:00
VW,Golf,1.4,Petrol,2005,92761,7011,2005,2005-01-01 00:00:00
Toyota,RAV4,2.2,Hybrid,2019,24205,60461,2019,2019-01-01 00:00:00
VW,Passat,1.6,Diesel,1989,180383,1684,1989,1989-01-01 00:00:00
BMW,Z4,2.0,Petrol,2001,100250,7988,2001,2001-01-01 00:00:00
Ford,Mondeo,1.4,Diesel,2019,26899,33755,2019,2019-01-01 00:00:00
VW,Passat,1.4,Diesel,1992,224009,1309,1992,1992-01-01 00:00:00
VW,Golf,1.8,Petrol,2015,46916,21026,2015,2015-01-01 00:00:00
Toyota,Yaris,1.2,Petrol,1995,195695,1384,1995,1995-01-01 00:00:00
BMW,Z4,3.0,Petrol,2000,137194,6898,2000,2000-01-01 00:00:00
Porsche,Cayenne,2.6,Petrol,2009,86577,24524,2009,2009-01-01 00:00:00
Ford,Mondeo,2.0,Diesel,2014,54291,24527,2014,2014-01-01 00:00:00
VW,Passat,2.0,Diesel,2015,50127,28433,2015,2015-01-01 00:00:00
VW,Polo,1.4,Petrol,1994,187357,1333,1994,1994-01-01 00:00:00
BMW,M5,4.0,Petrol,1999,160511,11108,1999,1999-01-01 00:00:00
VW,Golf,1.8,Petrol,2010,92884,11086,2010,2010-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,1997,55741,6998,1997,1997-01-01 00:00:00
BMW,Z4,2.0,Petrol,1997,96216,6301,1997,1997-01-01 00:00:00
VW,Passat,2.0,Diesel,2017,28692,36925,2017,2017-01-01 00:00:00
Ford,Focus,1.8,Diesel,2019,12901,41716,2019,2019-01-01 00:00:00
VW,Polo,1.2,Petrol,2006,112850,5043,2006,2006-01-01 00:00:00
Ford,Focus,1.6,Petrol,1999,91448,6038,1999,1999-01-01 00:00:00
VW,Golf,1.8,Petrol,2015,42958,21541,2015,2015-01-01 00:00:00
Porsche,911,3.5,Petrol,2000,225435,7461,2000,2000-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,2017,20202,41636,2017,2017-01-01 00:00:00
Toyota,Yaris,1.4,Hybrid,2006,55890,10976,2006,2006-01-01 00:00:00
VW,Golf,1.4,Petrol,2008,106741,7732,2008,2008-01-01 00:00:00
Toyota,Prius,1.8,Hybrid,2016,81725,26536,2016,2016-01-01 00:00:00
VW,Passat,2.0,Diesel,2008,104523,12295,2008,2008-01-01 00:00:00
Ford,Focus,2.0,Petrol,2004,116410,7835,2004,2004-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,2017,32308,30617,2017,2017-01-01 00:00:00
VW,Passat,2.0,Diesel,2009,75513,16152,2009,2009-01-01 00:00:00
Ford,Mondeo,1.8,Diesel,2002,59672,10102,2002,2002-01-01 00:00:00
VW,Passat,2.0,Petrol,2005,152125,6607,2005,2005-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,2011,72978,9125,2011,2011-01-01 00:00:00
VW,Passat,1.4,Diesel,1996,163039,2910,1996,1996-01-01 00:00:00
VW,Passat,1.6,Diesel,1984,179428,1216,1984,1984-01-01 00:00:00
Toyota,Prius,1.4,Hybrid,2016,21960,34019,2016,2016-01-01 00:00:00
Ford,Mondeo,1.8,Diesel,1990,301429,598,1990,1990-01-01 00:00:00
Ford,Mondeo,1.6,Diesel,2011,83181,14821,2011,2011-01-01 00:00:00
VW,Golf,1.6,Hybrid,1985,140849,1643,1985,1985-01-01 00:00:00
Toyota,RAV4,1.8,Hybrid,2002,151260,7228,2002,2002-01-01 00:00:00
VW,Golf,1.6,Hybrid,2014,33114,24171,2014,2014-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,2001,50048,4962,2001,2001-01-01 00:00:00
VW,Golf,1.4,Petrol,2001,172618,2862,2001,2001-01-01 00:00:00
BMW,M5,5.0,Petrol,2000,121771,18123,2000,2000-01-01 00:00:00
Toyota,Prius,1.0,Hybrid,1996,195012,2119,1996,1996-01-01 00:00:00
Toyota,RAV4,2.4,Hybrid,2012,58590,32198,2012,2012-01-01 00:00:00
Ford,Fiesta,1.0,Petrol,2013,21711,13050,2013,2013-01-01 00:00:00
Porsche,718 Cayman,2.0,Petrol,2003,95437,11431,2003,2003-01-01 00:00:00
Ford,Fiesta,1.2,Petrol,2010,14590,12167,2010,2010-01-01 00:00:00
VW,Passat,1.4,Petrol,1997,98006,4936,1997,1997-01-01 00:00:00
VW,Golf,1.8,Petrol,2002,128003,4996,2002,2002-01-01 00:00:00
